Dec 15 10:13:08 test kernel: [50825.734356] [TRACE_KVM] Buffer & to_replay created
Dec 15 10:13:08 test kernel: [50825.734391] [HAVFUZZ] Opened
Dec 15 10:13:42 test kernel: [50859.139277] [TRACE_KVM] The trarget vcpu is 3
Dec 15 10:13:42 test kernel: [50859.245028] [Trace KVM] Buffer reset
Dec 15 10:13:42 test kernel: [50859.245036] [TRACE_KVM] Buffer size changed
Dec 15 10:13:42 test kernel: [50859.245043] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 15 10:13:42 test kernel: [50859.245046] [TRACE_KVM] gran exit set to 0.
Dec 15 10:13:42 test kernel: [50859.245048] [TRACE_KVM] Control_execution set to 1.
Dec 15 10:13:42 test kernel: [50859.245050] [TRACE_KVM] tracing enabled
Dec 15 10:13:42 test kernel: [50859.268856] 0, L1: 1.
Dec 15 10:13:42 test kernel: [50859.273052] 1, L1: 1.
Dec 15 10:13:42 test kernel: [50859.273370] 2, L1: 1.
Dec 15 10:13:42 test kernel: [50859.280869] 3, L1: 1.
Dec 15 10:13:42 test kernel: [50859.287709] 4, L1: 1.
Dec 15 10:13:42 test kernel: [50859.287756] 5, L1: 1.
Dec 15 10:13:42 test kernel: [50859.289497] 6, L1: 1.
Dec 15 10:13:42 test kernel: [50859.289903] 7, L1: 1.
Dec 15 10:13:42 test kernel: [50859.301082] 8, L1: 1.
Dec 15 10:13:42 test kernel: [50859.301532] 9, L1: 1.
Dec 15 10:13:42 test kernel: [50859.303237] 10, L1: 1.
Dec 15 10:13:42 test kernel: [50859.305347] 11, L1: 1.
Dec 15 10:13:42 test kernel: [50859.306337] 12, L1: 1.
Dec 15 10:13:42 test kernel: [50859.307533] 13, L1: 1.
Dec 15 10:13:42 test kernel: [50859.326579] 14, L1: 1.
Dec 15 10:13:42 test kernel: [50859.327128] 15, L1: 1.
Dec 15 10:13:42 test kernel: [50859.341911] 16, L1: 1.
Dec 15 10:13:42 test kernel: [50859.348173] 17, L1: 1.
Dec 15 10:13:43 test kernel: [50860.341379] 18, L1: 1.
Dec 15 10:13:43 test kernel: [50860.341433] 19, L1: 1.
Dec 15 10:13:43 test kernel: [50860.356845] 20, L1: 1.
Dec 15 10:13:43 test kernel: [50860.384846] 21, L1: 1.
Dec 15 10:13:43 test kernel: [50860.419932] 22, L1: 1.
Dec 15 10:13:43 test kernel: [50860.494109] 23, L1: 1.
Dec 15 10:13:43 test kernel: [50860.565119] 24, L1: 1.
Dec 15 10:13:43 test kernel: [50860.585084] 25, L1: 1.
Dec 15 10:13:43 test kernel: [50860.593322] 26, L1: 1.
Dec 15 10:13:43 test kernel: [50860.740840] 27, L1: 1.
Dec 15 10:13:43 test kernel: [50860.805021] 28, L1: 1.
Dec 15 10:13:43 test kernel: [50860.805052] 29, L1: 1.
Dec 15 10:13:43 test kernel: [50860.805079] 30, L1: 1.
